ID_1,attn_dict_common
1162,"{'assam': [0.5673617120000001, 0.35345751, 0.0], 'summit': [0.322566986, 0.358719319, 0.20182894199999998], 'global': [0.597858429, 0.071233779, 0.0]}"
1163,"{'bofors': [0.140163049, 0.488687545, 0.137113884], 'case': [0.316177785, 0.319767833, 0.751396], '155mm': [0.122621849, 0.048395670999999994, 0.147227526], 'swedish': [0.0, 0.119436905, 0.15511599199999998]}"
1164,"{'nepal': [0.521530986, 0.36627671100000003, 0.534994364], 'swaraj': [0.352744788, 0.462289691, 0.21904836600000002], 'land': [0.20668499199999998, 0.191663757, 0.007554395], 'hooda': [0.18797883399999998, 0.060633257, 0.237335503], 'cbi': [0.412371665, 0.422460109, 0.056487355], 'manesar': [0.007951851, 0.39940846, 0.092492752], 'bhupinder': [0.116528399, 0.062485766, 0.052979939000000004]}"
1166,"{'budget': [0.41003775600000003, 0.746801734, 0.060617875], 'jaitley': [0.010692068, 0.532763481, 0.065264516]}"
1167,"{'summit': [0.46166876, 0.358719319, 0.20182894199999998], 'assam': [0.47035291799999995, 0.35345751, 0.0], 'expressway': [0.238316253, 0.065466143, 0.162006021], 'investor': [0.48187238, 0.23222202100000003, 0.0], 'global': [0.21719808899999998, 0.071233779, 0.0]}"
1168,"{'budget': [0.39425730700000006, 0.94095844, 0.6736360790000001]}"
1169,"{'budget': [0.6584569220000001, 0.746801734, 0.904029787], 'finance': [0.807416558, 0.739924967, 0.6772638559999999], 'jaitley': [0.092521876, 0.532763481, 0.28265520899999996]}"
1170,"{'nepal': [0.577900052, 0.36627671100000003, 0.42827445299999994], 'sushma': [0.328433514, 0.0, 0.246373802], 'swaraj': [0.41524431100000003, 0.462289691, 0.17604452399999998]}"
1171,"{'court': [0.055276665999999995, 0.240232408, 0.0]}"
1172,"{'nepal': [0.289677471, 0.36627671100000003, 0.534994364], 'swaraj': [0.452332526, 0.462289691, 0.21904836600000002], 'sushma': [0.098807164, 0.0, 0.0]}"
1173,"{'submarine': [0.992152393, 0.18230043399999998, 0.377795696], 'scorpene': [0.396973312, 0.7059636709999999, 0.490917295], 'karanj': [0.440724254, 0.280043066, 0.536939025], 'launched': [0.23213559399999997, 0.38514494899999996, 0.12556324900000002], 'navy': [0.261325449, 0.529487491, 0.051616643], 'stealth': [0.6982457040000001, 0.0, 0.0], 'class': [0.35849428200000005, 0.0, 0.5277744529999999], 'third': [0.265685767, 0.377168447, 0.38610690799999997], 'launch': [0.132336974, 0.21097517, 0.037227873]}"
1174,"{'nagaland': [0.5275213120000001, 0.30812686699999997, 0.00686913], 'poll': [0.44150489600000004, 0.627173126, 0.161977082], 'naga': [0.0, 0.203416765, 0.145892128]}"
1175,"{'mlas': [0.232787952, 0.214161143, 0.243019685], 'aap': [0.358148545, 0.32574594, 0.22223453199999998], 'delhi': [0.1041274, 0.338940442, 0.289644063]}"
1176,"{'bus': [0.18515245600000002, 0.27045249899999996, 0.26754272], 'accident': [0.100306958, 0.12750197900000002, 0.15395973599999999], 'canal': [0.1001807, 0.110764146, 0.10983613099999999], 'bengal': [0.375778854, 0.16046950199999999, 0.0], 'west': [0.188374653, 0.197676152, 0.0]}"
1177,"{'cow': [0.12225928900000001, 0.135022074, 0.050303031], 'court': [0.14167690300000002, 0.151852548, 0.08912832300000001], 'contempt': [0.241668567, 0.202789009, 0.041777615], 'vigilantism': [0.04852448, 0.085920088, 0.016047093999999998], 'stop': [0.34818330399999997, 0.382896841, 0.171189249], 'state': [0.141055256, 0.126591846, 0.294923693], 'violence': [0.315586537, 0.29755660899999997, 0.42988854600000004]}"
1179,"{'gokhale': [0.063010998, 0.371916711, 0.209991932], 'foreign': [0.223369658, 0.17851370600000002, 0.28813827], 'secretary': [0.173802853, 1.0, 0.391455024], 'jaishankar': [0.257559508, 0.347866833, 0.19197104899999998], 'january': [0.167309716, 0.9988942740000001, 0.322962582], 'vijay': [0.0, 0.53633219, 0.439107239], 'charge': [0.0, 0.143350586, 0.066316597]}"
1180,"{'list': [0.539323986, 0.252018988, 0.18784335300000002], 'candidate': [0.37888404700000006, 0.202373058, 0.28868514300000003], 'party': [0.033982281, 0.072261363, 0.35030651100000004], 'poll': [0.293570966, 0.46210792700000003, 0.160773084]}"
1182,"{'palestine': [0.165473163, 0.15562956, 0.706048131], 'uae': [0.056409065, 0.005535946999999999, 0.0], 'oman': [0.249653727, 0.159520298, 0.0], 'visit': [0.34636265, 0.041709185, 0.382909745], 'prime': [0.422824711, 0.416367024, 0.115442209], 'minister': [0.131638378, 0.17178240399999997, 0.081942275]}"
1183,"{'baat': [0.772047877, 0.264394432, 0.413390398], 'mann': [0.321482092, 0.13249021800000002, 0.0], 'ki': [0.15187214300000001, 0.11009809400000001, 0.084789045], 'woman': [0.310954243, 0.07154026599999999, 0.0], 'programme': [0.409173965, 0.0, 0.34941932600000003], '40th': [0.282072723, 0.0, 0.11593528800000001]}"
1184,"{'attack': [0.209452838, 0.45227316, 0.28249222], 'kabul': [0.135492176, 0.21285059999999997, 0.3560296], 'barbaric': [0.39728388200000003, 0.0, 0.0], 'condemns': [0.010794395, 0.091380857, 0.05044388]}"
1185,"{'kolhapur': [0.616366148, 0.377151012, 0.7770670059999999], 'police': [0.280174792, 0.191233605, 0.467110515], 'shivaji': [0.052786119000000006, 0.103904471, 0.098056525], '1145': [0.208634391, 0.333049923, 0.288296312], 'river': [0.346066803, 0.147996306, 0.37506446200000004]}"
1187,"{'list': [0.37721416399999996, 0.252018988, 0.18784335300000002]}"
1188,"{'republic': [0.661045611, 0.5367135999999999, 0.0]}"
1189,"{'suicide': [0.44669053, 0.098476559, 0.05472039099999999], 'kashmir': [0.238930315, 0.472593904, 0.369430482], 'bomber': [0.0, 0.283551693, 0.048421650999999996], 'woman': [0.25719371399999996, 0.249489307, 0.343254179], 'valley': [0.573747993, 0.514809132, 0.678475678], 'shaikh': [0.13846872699999999, 0.068251669, 0.272724539], 'pune': [0.061934844, 0.03803388, 0.10144829], 'isi': [0.42591866899999997, 0.339309841, 0.0]}"
1190,"{'asean': [1.0, 0.9999994040000001, 0.42220059], 'india': [0.622068644, 0.5083582999999999, 0.45466157799999996]}"
1191,"{'narayanpur': [0.142150581, 0.477356732, 0.068800606]}"
1193,"{'asean': [0.999661446, 0.9999994040000001, 0.42220059], 'india': [0.556494355, 0.5083582999999999, 0.45466157799999996]}"
1194,"{'pakistan': [0.8240602020000001, 0.9999835490000001, 0.161781356], 'mufti': [0.035721313, 0.084258422, 0.060385704000000005], 'mehbooba': [0.156603366, 0.413335145, 0.295894742], 'poverty': [0.048981595999999995, 0.03349793, 0.057002559], 'modis': [0.0041486679999999995, 0.293915629, 0.517937541]}"
1195,"{'asean': [0.9999552970000001, 0.9626914259999999, 0.42220059], 'india': [0.76244992, 0.830875516, 0.45466157799999996], 'republic': [0.0, 0.352963388, 0.098919332]}"
1196,"{'disqualification': [0.10395853199999999, 0.23926577, 0.5052185060000001], 'disqualified': [0.0, 0.430729061, 0.21153162399999997], 'aap': [0.16510987300000002, 0.169376031, 0.495609552], 'hear': [0.0, 0.08100459, 0.248827264], 'delhi': [0.0, 0.11055146199999999, 0.299433589]}"
1197,"{'fodder': [0.07201205200000001, 0.009145251, 0.038910932999999995], 'treasury': [0.107594416, 0.5517568589999999, 0.067486301], 'scam': [0.296549499, 0.480886817, 0.06662675], 'lalu': [0.08994246300000001, 0.462943375, 0.258021981], 'withdrawal': [0.084537178, 0.21966224899999998, 0.073327355], 'convicted': [0.292466134, 0.324515522, 0.122763574], 'jail': [0.38243851100000004, 0.083719648, 0.111392222], 'year': [0.133180261, 0.229614615, 0.100466199], 'fraudulent': [0.028085979, 0.04231526, 0.054646957999999995], 'case': [0.10359989900000001, 0.23800575699999998, 0.82454747], 'yadav': [0.21301688300000002, 0.21243362100000002, 0.37343397700000003]}"
1198,"{'rawat': [0.34868866200000004, 0.083102487, 0.18696551], 'commissioner': [0.080458716, 0.024537668999999998, 0.084733739], 'chief': [0.11662592699999999, 0.090407297, 0.363578945]}"
1199,"{'patel': [0.34943315399999997, 0.110552289, 0.0], 'governor': [0.034712289, 0.08724208900000001, 0.367549688], 'madhya': [0.041551311, 0.096580796, 0.271635115], 'chief': [0.61899513, 0.191409439, 0.272785962], 'anandiben': [0.247909889, 0.018675134, 0.0], 'ceremony': [0.459396929, 0.34368073899999996, 0.0], 'pradesh': [0.021823297999999998, 0.063720413, 0.11425595], 'hemant': [0.149297848, 0.050457068, 0.137255743]}"
1200,"{'visit': [0.105235249, 0.0, 0.9999998809999999], 'trudeau': [0.025763473, 0.211186543, 0.368415445], 'justin': [0.007505616999999999, 0.034336302, 0.132262498], 'canadian': [0.251049101, 0.467258155, 0.483031541], 'india': [0.556491494, 0.653985381, 0.41216948600000003]}"
1203,"{'world': [0.070377015, 0.116680719, 0.07408165900000001], 'india': [0.82772541, 0.75281173, 0.28722444199999997], 'davos': [0.0, 0.189922318, 0.38361761], 'forum': [0.689438164, 0.0, 0.291121006]}"
1204,"{'davos': [0.165184304, 0.189922318, 0.027930476], 'world': [0.09757039, 0.116680719, 0.0], 'forum': [0.260094881, 0.0, 0.0], 'prime': [0.638005555, 0.290049225, 0.522746801]}"
1205,"{'commissioner': [0.222308069, 0.226274222, 0.102578931], 'appointed': [0.067136653, 0.216952041, 0.591119111], 'om': [0.030263234, 0.17155933399999998, 0.290791988], 'rawat': [0.21123133600000002, 0.42649599899999996, 0.314485878], 'prakash': [0.09396344400000001, 0.37225759, 0.19582667899999998]}"
1206,"{'singh': [0.267198592, 0.049847696, 0.288749605], 'enemy': [0.120222136, 0.092240565, 0.05586841], 'soil': [0.155733377, 0.21949631, 0.393801481], 'india': [0.603752732, 0.32390773300000003, 0.625050247], 'pakistani': [0.251810402, 0.131860316, 0.09549287699999999]}"
1207,"{'aap': [0.238948658, 0.43278893799999996, 0.411696345]}"
1209,"{'mill': [0.215523243, 0.45923847, 0.188978612], 'pub': [0.294548601, 0.14450828699999999, 0.16501908], 'fire': [0.669813752, 0.424481809, 0.36472421899999996], 'arrested': [0.08645232, 0.417919695, 0.13669078099999998], 'mumbai': [0.053384028, 0.19375079899999997, 0.13768793599999998]}"
1210,"{'fire': [0.344307244, 0.414337277, 0.210420445], 'unit': [0.195730075, 0.41337201, 0.43020963700000003], 'bawana': [0.0, 0.549129784, 0.45813390600000004], 'firecracker': [0.0, 0.140257195, 0.289313376], 'delhi': [0.151503682, 0.348395646, 0.234369248], '17': [0.0, 0.0, 0.19068700100000002]}"
1211,"{'kovind': [0.609454751, 0.614614189, 0.5535396929999999]}"
1213,"{'india': [0.616316855, 0.6907923220000001, 0.8073171379999999], 'growth': [0.417852581, 0.24785901600000002, 0.154553339], 'modi': [0.08638715699999999, 0.09913101, 0.024492217]}"
1214,"{'group': [0.999815047, 0.09952261300000001, 0.174137652], 'australia': [0.06103307, 0.125864834, 0.185788333], 'india': [0.38925221600000004, 0.415560693, 0.33871763899999996]}"
1215,"{'firing': [0.207520753, 0.0664315, 0.27752044800000003], 'border': [0.049799852, 0.10716714699999999, 0.0], 'civilian': [0.58257699, 0.06908083, 0.111082882], 'pakistan': [0.256347686, 0.020501615, 0.064256012], 'jammu': [0.193241492, 0.191845834, 0.7512814999999999], 'jawan': [0.24197270000000004, 0.08702658099999999, 0.0]}"
1216,"{'disqualification': [0.08815489, 0.094653487, 0.0], 'profit': [0.9724709990000001, 0.539233625, 0.048123762], 'aap': [0.372168571, 0.508093476, 0.17152611899999998], 'office': [0.438355237, 0.211169615, 0.374037713], 'commission': [0.0, 0.87336576, 0.033567547999999996], 'president': [0.364185631, 0.068351597, 0.41775313], 'disqualified': [0.08301162, 0.177593783, 0.048356067]}"
1217,"{'saeed': [0.494899869, 0.34770107299999997, 0.21393820600000002], 'terror': [0.195620507, 0.101499282, 0.256181449], 'funding': [0.111195415, 0.18492709100000002, 0.11875917], 'hafiz': [0.58072257, 0.462060481, 0.509560645], 'chargesheet': [0.047523715, 0.0, 0.282290101]}"
1218,"{'nagaland': [0.57570076, 0.082033888, 0.029833686], 'meghalaya': [0.7112290859999999, 0.56166333, 0.105175503], 'tripura': [0.18581181800000002, 0.811270595, 0.823384881], 'march': [0.565610349, 0.38980233700000005, 0.167681575], 'assembly': [0.458719194, 0.013605553000000001, 0.16442053], 'february': [0.146167457, 0.25276595399999996, 0.139644682], 'state': [0.148909375, 0.6704494360000001, 0.5928480629999999]}"
1219,"{'bsf': [0.332123071, 0.10019188400000001, 0.124797806], 'border': [0.044828687, 0.10716714699999999, 0.47424259799999996], 'jawan': [0.30017605399999997, 0.08702658099999999, 0.0]}"
1220,"{'netanyahu': [0.47926762700000003, 0.205332458, 0.655408978]}"
1222,"{'netanyahu': [0.090762161, 0.75636214, 0.193284944], 'pm': [0.540041268, 0.609477639, 0.372216284]}"
1224,"{'sukhoi': [0.217603326, 0.19442957600000002, 0.155179992], 'sortie': [0.236623019, 0.074873708, 0.0], 'defence': [0.829169571, 0.8570590020000001, 0.810254157], 'jet': [0.034809645, 0.41639512799999995, 0.267988026], 'sitharaman': [0.40550667, 0.358677149, 0.618632257], 'nirmala': [0.214288965, 0.212378681, 0.148538634], 'fighter': [0.0, 0.026329357, 0.141452402]}"
1225,"{'netanyahu': [0.397766739, 0.718187928, 0.548649669], 'israeli': [0.432640344, 0.6824180479999999, 0.28888741100000004], 'pm': [0.364448667, 0.371797353, 0.684430778], 'benjamin': [0.240866959, 0.204313263, 0.150081769]}"
1226,"{'netanyahu': [0.347315311, 0.718187928, 0.548649669], 'israeli': [0.226226985, 0.6824180479999999, 0.28888741100000004], 'pm': [0.6877757309999999, 0.371797353, 0.684430778]}"
1227,"{'bench': [0.257624656, 0.348525643, 0.032385498], '5judge': [0.17933517699999998, 0.14130169199999998, 0.026122522000000002]}"
1228,"{'mumbai': [0.426746726, 0.061720639, 0.141505823], 'attack': [0.131238207, 0.9999948740000001, 0.189860657], 'moshe': [0.29416337600000003, 0.196957663, 0.333009213], 'house': [0.782279611, 0.252232105, 0.547969759], 'holtzberg': [0.29280445, 0.18488040600000002, 0.652318656], 'visit': [0.205451682, 0.171718717, 0.23783414100000003], 'terror': [0.23545658600000002, 0.294651777, 0.458698779]}"
1229,"{'army': [0.513565481, 0.31760430300000003, 0.47182199399999997], 'ceasefire': [0.792535663, 0.6945347190000001, 0.160015851], 'poonch': [0.323268324, 0.383243889, 0.169595391], 'violation': [0.24207060000000002, 0.125113606, 0.030317781000000002], 'pakistani': [0.7873584029999999, 0.608612657, 0.024894021000000002], 'retaliatory': [0.41744473600000004, 0.707034767, 0.017199151], 'troop': [0.37564116700000005, 0.101178117, 0.156764388], 'fire': [0.45726335, 0.533341825, 0.161764026], 'injured': [0.03411743, 0.271308273, 0.416810274], 'captain': [0.242866307, 0.129323304, 0.593204319], 'major': [0.27898556, 0.065393366, 0.04521843], 'action': [0.64230758, 0.699234664, 0.27853724399999996]}"
1230,"{'defence': [0.046832953, 0.838157415, 0.281921417], 'carbine': [0.05246354599999999, 0.10982291400000001, 0.016645961], 'assault': [0.0, 0.25113821, 0.081811152], 'rifle': [0.0, 0.174680173, 0.028668925]}"
1231,"{'netanyahu': [0.236375332, 0.75636214, 0.548649669], 'mumbai': [0.052737255, 0.295098037, 0.626695812], 'chopper': [0.317337394, 0.088608675, 0.437770128], 'ongc': [0.6817193029999999, 0.20610667800000002, 0.21134994899999998], 'crash': [0.28416404100000003, 0.229226932, 0.240996882], 'coast': [0.185736194, 0.353756666, 0.0], 'search': [0.17030815800000002, 0.182952568, 0.354606479]}"
1232,"{'carbine': [0.0, 0.10982291400000001, 0.21084614100000001], '3547': [0.0, 0.276770025, 0.381464452]}"
1233,"{'yug': [0.445099831, 0.166391671, 0.080120705], 'coowner': [0.50641036, 0.094016559, 0.314687163], 'bistro': [0.391203016, 0.07883437, 0.12281896199999999], 'mojo': [0.48355001200000003, 0.195019439, 0.166606054], 'kamala': [0.080188893, 0.08278852, 0.122907929], 'mill': [0.273402125, 0.27840250699999997, 0.175723672], 'nagpurbased': [0.075884879, 0.034359664, 0.241902232], 'fire': [0.220422179, 0.495792687, 0.462276995]}"
1234,"{'ongc': [0.398705304, 0.308899343, 0.21134994899999998], 'coast': [0.055525477999999996, 0.11081258199999999, 0.0], 'guard': [0.18922188899999998, 0.308757037, 0.0], 'body': [0.519567609, 0.217226878, 0.532878697], 'chopper': [0.605963111, 0.0, 0.437770128]}"
1235,"{'dialogue': [0.106853768, 0.600609243, 0.418078929], 'raisina': [0.39026925, 0.74936974, 0.848055065], 'netanyahu': [0.163034305, 0.733187795, 0.08635411400000001], 'benjamin': [0.0, 0.9471455809999999, 0.26366597399999997], 'israeli': [0.0, 0.7023961540000001, 0.5290197729999999]}"
1236,"{'moshe': [0.205082968, 0.064393774, 0.333009213], 'nariman': [0.016329341, 0.053714402, 0.028341394], 'holtzberg': [0.12637426, 0.18268299100000002, 0.652318656], 'house': [0.801366389, 0.665986776, 0.547969759], '2611': [0.601942718, 0.0, 0.339503795]}"
1237,"{'refinery': [0.073218882, 0.48483750200000003, 0.592525899], 'barmer': [0.12232779699999999, 0.057374135, 0.247585595], 'oil': [0.098834701, 0.249940827, 0.135108694]}"
1238,"{'anuj': [0.44067189100000004, 0.124061719, 0.198635325], 'loya': [0.5208167429999999, 0.754982829, 0.046807595], 'father': [0.048523083, 0.19627451899999998, 0.0], 'family': [0.140585124, 0.067941293, 0.016391534], 'death': [0.42639175100000004, 0.20210050000000002, 0.063987084], 'judge': [0.5460274820000001, 0.542247534, 0.09684023300000001], 'suspicion': [0.186077327, 0.095647983, 0.216567352], 'son': [0.053898998, 0.03843762, 0.427159429]}"
1239,"{'army': [0.23524452699999998, 0.20937593300000001, 0.359517515]}"
1240,"{'netanyahu': [0.11581563199999999, 0.40053483799999995, 0.0], 'benjamin': [0.09457454800000001, 0.19999274600000003, 0.055380192], 'israel': [0.37547931100000004, 0.526978195, 0.126168564]}"
1242,"{'murti': [0.614800215, 0.033007082, 0.085050665], 'netanyahu': [0.037951984, 0.187305078, 0.07210435700000001], 'israeli': [0.354841381, 0.47818514700000003, 0.076589376], 'visit': [0.01043321, 1.0, 0.9999991659999999]}"
1243,"{'bar': [0.06377408700000001, 0.05550650099999999, 0.161647305], 'judge': [0.25477677600000004, 0.26775550800000003, 0.05933683], 'court': [0.088631056, 0.063898817, 0.39303126899999996], 'council': [0.9999990459999999, 0.9999983309999999, 0.39938724], 'meet': [0.096940704, 0.0, 0.068462312], 'sevenmember': [0.048650492000000004, 0.0, 0.08708059800000001], 'judiciary': [0.040852087999999995, 0.444656372, 0.057537622999999996]}"
1244,"{'dahanu': [0.33837056200000004, 0.337606132, 0.213630751], 'boat': [0.047498196, 0.052651132999999996, 0.169590816], 'rescued': [0.446656436, 0.6383158560000001, 0.199113801], 'shore': [0.151003435, 0.099981025, 0.06621521], '32': [0.6785690190000001, 0.612130046, 0.188170224], 'nautical': [0.087370321, 0.09241787300000001, 0.075375341], 'capsized': [0.474387646, 0.24397108, 0.05420690400000001], 'mile': [0.055769593, 0.036178838, 0.050296731]}"
1245,"{'chidambaram': [0.069339275, 0.103497691, 0.321918041], 'ed': [0.586890638, 0.221762583, 0.154752776], 'karti': [0.17524367600000001, 0.234036461, 0.10783450300000001], 'case': [0.40027684, 0.15128576800000001, 0.6089608670000001], 'raid': [0.294878364, 0.0, 0.249969661]}"
1246,"{'army': [0.246386275, 0.20937593300000001, 0.51618588], 'rawat': [0.0, 0.48447701299999996, 0.097972214], 'chief': [0.129447654, 0.25408521300000003, 0.128696471]}"
1247,"{'visit': [0.9999934429999999, 1.0, 0.9999991659999999], 'netanyahu': [0.437233776, 0.187305078, 0.07210435700000001], 'india': [0.615095973, 0.673009753, 0.245870531], 'israeli': [0.349617064, 0.47818514700000003, 0.076589376]}"
1248,"{'india': [0.47972238100000003, 0.573179483, 0.494599998], 'border': [0.139208823, 0.173700944, 0.175171241]}"
1249,"{'justice': [0.079655066, 0.080619432, 0.12955634300000002], 'judge': [0.10745780199999999, 0.13363768199999998, 0.015718538], 'court': [0.103830189, 0.07036797, 0.334090799], 'woman': [0.04640375099999999, 0.06889233, 0.026319811000000002], 'indu': [0.255951196, 0.139619485, 0.222141817], 'appointed': [0.056079268, 0.048070058, 0.313711464], 'malhotra': [0.37675532700000003, 0.143904895, 0.13975203], 'directly': [0.055849813, 0.064021572, 0.5508939620000001], 'lawyer': [0.099000067, 0.326350272, 0.507587373], 'supreme': [0.328235209, 0.24125544699999998, 0.238076106]}"
1250,"{'siddaramaiah': [0.023265444, 0.11334300000000001, 0.11988095900000001], 'bjp': [0.50104475, 0.165768489, 0.250496], 'dal': [0.063426793, 0.40212264700000006, 0.099238075], 'karnataka': [0.033649579, 0.44280684, 0.18920038600000003]}"
1251,"{'shastri': [0.374080896, 0.220407009, 0.038356073], '1966': [0.036564864, 0.044596825, 0.055061865999999994], 'remembered': [0.324128777, 0.16986769399999999, 0.198408201], 'bahadur': [0.49019494700000005, 0.36893451200000005, 0.094149195], 'lal': [0.154319644, 0.113979295, 0.049851965], 'tithi': [0.159686729, 0.069431849, 0.084147103], 'punya': [0.196991131, 0.110897638, 0.12713450199999998], 'impeccable': [0.144090429, 0.061911522999999996, 0.059530772], 'courageous': [0.146910295, 0.066043206, 0.068854161], 'pay': [0.23595893399999998, 0.0, 0.20057292300000001], 'anniversary': [0.44060486600000004, 0.314236403, 0.286205828], 'tribute': [0.21646098800000002, 0.99935168, 1.0], 'death': [0.233313143, 0.188516453, 0.220612422], 'ji': [0.107382208, 0.089311987, 0.09559898800000001]}"
1252,"{'pub': [0.476323903, 0.355905354, 0.121561542], 'kamala': [0.12807075699999998, 0.182881415, 0.063478537], 'mill': [0.6519692539999999, 0.521494746, 0.0], 'fire': [0.780970573, 0.178206027, 0.127751797], 'arrested': [0.22220785899999998, 0.315086156, 0.457401991], 'owner': [0.180368736, 0.338545531, 0.027963852999999997], 'hotelier': [0.361773849, 0.0, 0.0]}"
1253,"{'2000': [0.538593769, 0.157743871, 0.11302669300000001], 'kawa': [0.207802027, 0.18759603800000002, 0.144394606], 'bilal': [0.5163173679999999, 0.811357856, 0.20606702600000001], 'fort': [0.30271533100000003, 0.092699349, 0.018670406], 'red': [0.542729735, 0.119791202, 0.0057158090000000005], 'delhi': [0.40569415700000006, 0.326891035, 0.245339245], 'arrested': [0.086336605, 0.012925783, 0.007761733000000001], 'attack': [0.187960446, 0.069154397, 0.011007319], 'antiterrorism': [0.130634993, 0.0, 0.00753673], 'gujarat': [0.03886405, 0.036286306000000004, 0.020837937], 'proclaimed': [0.051025432, 0.041250672, 0.028765064], 'squad': [0.076512352, 0.0, 0.0]}"
1255,"{'uidai': [0.0, 0.0, 0.659613669], 'aadhaar': [0.0, 0.7073852420000001, 0.450748056], 'virtual': [0.222195759, 0.0, 0.600894988], 'id': [0.24981214100000002, 0.83687073, 0.61190027]}"
1256,"{'degree': [0.11543702300000001, 0.0, 0.10121125], 'temperature': [0.40535786700000004, 0.33939874200000003, 0.0], 'lowest': [0.142220005, 0.271370143, 0.302227557], 'season': [0.348988831, 0.550239742, 0.091482997], 'grip': [0.302547395, 0.109378166, 0.171476856]}"
1257,"{'naval': [0.11776415300000001, 0.502892256, 0.05302180000000001], 'admiral': [0.10747093, 0.168038487, 0.030346196000000002]}"
1258,"{'cinema': [0.394752681, 0.32353973399999997, 0.416508466], 'anthem': [0.65947473, 0.45803982, 0.35556790200000005], 'hall': [0.49916905200000006, 0.535446465, 0.30031341300000003], 'national': [0.175686628, 0.161943272, 0.259447038], 'mandatory': [0.45271655899999996, 0.465599686, 0.331419855], 'court': [0.34580880399999997, 0.217164412, 0.420984536]}"
1260,"{'school': [0.350583851, 0.082977094, 0.26668173100000003], 'bail': [0.704072118, 0.307672977, 0.219651967], 'throat': [0.136027277, 0.051863294000000004, 0.196225777], 'slit': [0.27862387899999996, 0.10536517199999999, 0.065997191], 'pradyuman': [0.574380815, 0.644063354, 0.104427315]}"
1261,"{'377': [0.421412855, 0.640631795, 0.396892607], 'section': [0.302882165, 0.22938624, 0.16849361399999999], 'sexual': [0.437707752, 0.550184369, 0.018236721], 'court': [0.13771271699999998, 0.267803073, 0.313267946], 'supreme': [0.38654643299999997, 0.386384994, 0.272980213]}"
1262,"{'army': [0.176618516, 0.132395655, 0.8119542], 'rawat': [0.156634003, 0.22885420899999998, 0.40460467299999997], 'chinese': [0.24399805100000002, 0.303251058, 0.09874332699999999], 'said': [0.032832157, 0.11819922199999999, 0.38280144299999996]}"
1263,"{'restaurant': [0.12935327, 0.106019445, 0.19066861300000001], 'fire': [0.272731185, 0.414766312, 0.5553824310000001], 'bengaluru': [0.34811949700000006, 0.198150992, 0.597953022], 'sleeping': [0.08195781, 0.048165905999999994, 0.328862578], 'employee': [0.243479833, 0.0, 0.219254941]}"
1264,"{'gupta': [0.451695055, 0.52560848, 0.08876551699999999], 'rajya': [0.7856191990000001, 0.383162677, 0.237032965], 'nd': [0.221360773, 0.112049602, 0.268666536], 'profit': [0.6879331470000001, 0.610533297, 0.03880192], 'allegation': [0.295936704, 0.258108497, 0.15782088], 'office': [0.443889707, 0.265429884, 0.046036426], 'nomination': [0.430170864, 0.279054493, 0.206555232], 'returning': [0.236137822, 0.22180447, 0.400306165]}"
1265,"{'asean': [1.0, 0.324994475, 0.9999997620000001], 'swaraj': [0.9542034859999999, 0.505836844, 0.689462483]}"
1266,"{'degree': [0.31717267600000004, 0.495046169, 0.046521094000000006], 'celsius': [0.536405683, 0.5525848870000001, 0.040264055], 'temperature': [0.282217294, 0.0, 0.281027168], 'minimum': [0.065044358, 0.0, 0.041825362000000005], 'intense': [0.280902386, 0.0, 0.202421397]}"
1267,"{'mojo': [0.274084061, 0.367320985, 0.0], 'fire': [0.510613859, 0.0, 0.462417156], 'kamala': [0.218380377, 0.156094879, 0.188208029], 'mill': [0.508538425, 0.40645951, 0.663633525], 'pub': [0.176871762, 0.408662081, 0.483476251]}"
1268,"{'recruitment': [0.487694114, 0.256195456, 0.0], 'territorial': [0.5813391210000001, 0.330339432, 0.543387771], 'army': [0.41935607799999997, 0.215770364, 0.45840469], 'woman': [0.29410556, 0.147440657, 0.026760407000000003], 'ta': [0.32447052, 0.197974905, 0.23008635600000002], 'court': [0.153421387, 0.106184222, 0.113264635]}"
1270,"{'jail': [0.278478771, 0.11382050099999999, 0.197757199], 'lalu': [0.557413876, 0.410284489, 0.23656664800000002], 'fodder': [0.00785149, 0.059415244000000006, 0.126421809], 'scam': [0.145635396, 0.57362622, 0.013837388], 'fine': [0.406445324, 0.031235225, 0.020476963], 'yadav': [0.476091266, 0.56739074, 0.47228887700000005], 'sentenced': [0.010815403000000001, 0.236259505, 0.1353807], 'year': [0.059200622, 0.22176256800000002, 0.262854606]}"
1271,"{'sopore': [0.511796951, 0.561789095, 0.306502461], 'ied': [0.669617653, 0.35540479399999997, 0.01620687], 'improvised': [0.166884601, 0.184849545, 0.0], 'device': [0.109674439, 0.09108705800000001, 0.679837823]}"
1272,"{'territorial': [0.495543867, 0.330339432, 0.288905501], 'recruitment': [0.368239224, 0.256195456, 0.275388956], 'army': [0.43215182399999996, 0.215770364, 0.48184990899999997], 'woman': [0.312239289, 0.147440657, 0.46539226200000006], 'court': [0.146548882, 0.106184222, 0.350230724]}"
1273,"{'lalu': [0.23278105300000002, 0.19253943899999998, 0.23656664800000002], 'fodder': [0.008193512, 0.041138798, 0.126421809], 'scam': [0.484918326, 0.434053928, 0.013837388], 'convicted': [0.110053815, 0.017288871, 0.015102849], 'case': [0.18559517, 0.136173651, 0.723623872]}"
